2016-10-22 00:00:00,657
2016-10-22 01:00:00,423
2016-10-22 02:00:00,390
2016-10-22 03:00:00,412
2016-10-22 04:00:00,461
2016-10-22 05:00:00,442
2016-10-22 06:00:00,687
2016-10-22 07:00:00,460
2016-10-22 08:00:00,515
2016-10-22 09:00:00,452
2016-10-22 10:00:00,538
2016-10-22 11:00:00,465
2016-10-22 12:00:00,412
2016-10-22 13:00:00,434
2016-10-22 14:00:00,416
2016-10-22 15:00:00,397
2016-10-22 16:00:00,455
2016-10-22 17:00:00,427
2016-10-22 18:00:00,401
2016-10-22 19:00:00,480
2016-10-22 20:00:00,490
2016-10-22 21:00:00,540
2016-10-22 22:00:00,476
2016-10-22 23:00:00,410
