2016-10-09 00:00:00,402
2016-10-09 01:00:00,413
2016-10-09 02:00:00,447
2016-10-09 03:00:00,401
2016-10-09 04:00:00,495
2016-10-09 05:00:00,1431
2016-10-09 06:00:00,1340
2016-10-09 07:00:00,391
2016-10-09 08:00:00,358
2016-10-09 09:00:00,388
2016-10-09 10:00:00,434
2016-10-09 11:00:00,463
2016-10-09 12:00:00,344
2016-10-09 13:00:00,328
2016-10-09 14:00:00,382
2016-10-09 15:00:00,343
2016-10-09 16:00:00,374
2016-10-09 17:00:00,378
2016-10-09 18:00:00,357
2016-10-09 19:00:00,371
2016-10-09 20:00:00,354
2016-10-09 21:00:00,402
2016-10-09 22:00:00,394
2016-10-09 23:00:00,351
