2016-10-12 00:00:00,1191
2016-10-12 01:00:00,564
2016-10-12 02:00:00,542
2016-10-12 03:00:00,548
2016-10-12 04:00:00,474
2016-10-12 05:00:00,568
2016-10-12 06:00:00,507
2016-10-12 07:00:00,608
2016-10-12 08:00:00,513
2016-10-12 09:00:00,473
2016-10-12 10:00:00,595
2016-10-12 11:00:00,515
2016-10-12 12:00:00,1166
2016-10-12 13:00:00,490
2016-10-12 14:00:00,838
2016-10-12 15:00:00,1166
2016-10-12 16:00:00,659
2016-10-12 17:00:00,1897
2016-10-12 18:00:00,1421
2016-10-12 19:00:00,1201
2016-10-12 20:00:00,1179
2016-10-12 21:00:00,850
2016-10-12 22:00:00,1306
2016-10-12 23:00:00,1212
