2016-02-16 00:00:00,1805
2016-02-16 01:00:00,2662
2016-02-16 02:00:00,2166
2016-02-16 03:00:00,2604
2016-02-16 04:00:00,1277
2016-02-16 05:00:00,1501
2016-02-16 06:00:00,517
2016-02-16 07:00:00,1885
2016-02-16 08:00:00,422
2016-02-16 09:00:00,1710
2016-02-16 10:00:00,1411
2016-02-16 11:00:00,321
2016-02-16 12:00:00,2379
2016-02-16 13:00:00,1694
2016-02-16 14:00:00,1946
2016-02-16 15:00:00,1338
2016-02-16 16:00:00,1683
2016-02-16 17:00:00,635
2016-02-16 18:00:00,1801
2016-02-16 19:00:00,779
2016-02-16 20:00:00,404
2016-02-16 21:00:00,455
2016-02-16 22:00:00,776
2016-02-16 23:00:00,394
