2017-11-01 00:00:00,1364
2017-11-01 01:00:00,1239
2017-11-01 02:00:00,999
2017-11-01 03:00:00,945
2017-11-01 04:00:00,863
2017-11-01 05:00:00,1191
2017-11-01 06:00:00,1017
2017-11-01 07:00:00,1375
2017-11-01 08:00:00,1278
2017-11-01 09:00:00,1303
2017-11-01 10:00:00,1301
2017-11-01 11:00:00,1351
2017-11-01 12:00:00,1429
2017-11-01 13:00:00,2620
2017-11-01 14:00:00,1876
2017-11-01 15:00:00,1772
2017-11-01 16:00:00,1905
2017-11-01 17:00:00,1959
2017-11-01 18:00:00,1565
2017-11-01 19:00:00,1494
2017-11-01 20:00:00,1679
2017-11-01 21:00:00,1406
2017-11-01 22:00:00,1133
2017-11-01 23:00:00,969
