2017-10-25 00:00:00,990
2017-10-25 01:00:00,1159
2017-10-25 02:00:00,932
2017-10-25 03:00:00,872
2017-10-25 04:00:00,808
2017-10-25 05:00:00,1128
2017-10-25 06:00:00,959
2017-10-25 07:00:00,1075
2017-10-25 08:00:00,1171
2017-10-25 09:00:00,1198
2017-10-25 10:00:00,1154
2017-10-25 11:00:00,1260
2017-10-25 12:00:00,1315
2017-10-25 13:00:00,2430
2017-10-25 14:00:00,1704
2017-10-25 15:00:00,1602
2017-10-25 16:00:00,1776
2017-10-25 17:00:00,1893
2017-10-25 18:00:00,1278
2017-10-25 19:00:00,1355
2017-10-25 20:00:00,1388
2017-10-25 21:00:00,1299
2017-10-25 22:00:00,901
2017-10-25 23:00:00,912
