2017-09-16 00:00:00,698
2017-09-16 01:00:00,627
2017-09-16 02:00:00,1029
2017-09-16 03:00:00,585
2017-09-16 04:00:00,612
2017-09-16 05:00:00,578
2017-09-16 06:00:00,658
2017-09-16 07:00:00,763
2017-09-16 08:00:00,997
2017-09-16 09:00:00,848
2017-09-16 10:00:00,833
2017-09-16 11:00:00,842
2017-09-16 12:00:00,920
2017-09-16 13:00:00,1011
2017-09-16 14:00:00,1056
2017-09-16 15:00:00,1493
2017-09-16 16:00:00,1538
2017-09-16 17:00:00,1083
2017-09-16 18:00:00,982
2017-09-16 19:00:00,973
2017-09-16 20:00:00,811
2017-09-16 21:00:00,1123
2017-09-16 22:00:00,656
2017-09-16 23:00:00,857
