2017-08-17 00:00:00,212
2017-08-17 01:00:00,262
2017-08-17 02:00:00,244
2017-08-17 03:00:00,245
2017-08-17 04:00:00,249
2017-08-17 05:00:00,230
2017-08-17 06:00:00,287
2017-08-17 07:00:00,457
2017-08-17 08:00:00,316
2017-08-17 09:00:00,351
2017-08-17 10:00:00,372
2017-08-17 11:00:00,352
2017-08-17 12:00:00,345
2017-08-17 13:00:00,402
2017-08-17 14:00:00,455
2017-08-17 15:00:00,945
2017-08-17 16:00:00,967
2017-08-17 17:00:00,684
2017-08-17 18:00:00,410
2017-08-17 19:00:00,445
2017-08-17 20:00:00,375
2017-08-17 21:00:00,723
2017-08-17 22:00:00,314
2017-08-17 23:00:00,264
