2015-10-09 00:00:00,355
2015-10-09 01:00:00,548
2015-10-09 02:00:00,725
2015-10-09 03:00:00,372
2015-10-09 04:00:00,459
2015-10-09 05:00:00,477
2015-10-09 06:00:00,579
2015-10-09 07:00:00,348
2015-10-09 08:00:00,346
2015-10-09 09:00:00,342
2015-10-09 10:00:00,310
2015-10-09 11:00:00,393
2015-10-09 12:00:00,678
2015-10-09 13:00:00,544
2015-10-09 14:00:00,444
2015-10-09 15:00:00,367
2015-10-09 16:00:00,349
2015-10-09 17:00:00,482
2015-10-09 18:00:00,559
2015-10-09 19:00:00,827
2015-10-09 20:00:00,747
2015-10-09 21:00:00,6067
2015-10-09 22:00:00,498
2015-10-09 23:00:00,575
