2016-10-26 00:00:00,588
2016-10-26 01:00:00,928
2016-10-26 02:00:00,464
2016-10-26 03:00:00,435
2016-10-26 04:00:00,490
2016-10-26 05:00:00,564
2016-10-26 06:00:00,481
2016-10-26 07:00:00,408
2016-10-26 08:00:00,411
2016-10-26 09:00:00,469
2016-10-26 10:00:00,447
2016-10-26 11:00:00,374
2016-10-26 12:00:00,374
2016-10-26 13:00:00,1054
2016-10-26 14:00:00,1507
2016-10-26 15:00:00,475
2016-10-26 16:00:00,1176
2016-10-26 17:00:00,480
2016-10-26 18:00:00,1190
2016-10-26 19:00:00,1194
2016-10-26 20:00:00,1147
2016-10-26 21:00:00,1389
2016-10-26 22:00:00,1041
2016-10-26 23:00:00,379
